-8.030348,-114.080627,-67.343643,47.617966,490.322693
-8.030348,-114.080627,-97.565102,74.549789,787.583008
-8.030348,-114.080627,-133.033813,106.859528,1139.596069
-2.130230,-52.028828,113.001289,31.056202,518.383911
-2.130230,-52.028828,129.066849,34.095417,598.000000
-2.130230,-52.028828,178.603134,41.864449,842.609619
195.469955,-91.917831,19.808691,-26.379803,61.207184
195.469955,-91.917831,58.860546,-69.142441,330.803528
195.469955,-91.917831,92.013031,-109.336136,572.539795
-5.915187,-125.469162,-86.407829,81.004662,306.544098
-5.915187,-125.469162,-120.570877,120.732117,498.000000
-5.915187,-125.469162,-133.556610,136.605743,573.000000
-5.275686,189.272827,54.773445,6.105366,454.211395
-5.275686,189.272827,113.790482,14.933069,741.180054
-5.275686,189.272827,149.774445,18.536266,915.197876
-8.998519,-191.000580,2.790045,87.278374,404.999969
-8.998519,-191.000580,2.398201,117.167671,609.072144
-8.998519,-191.000580,3.810375,168.897842,962.500000
199.409897,107.725197,-16.778973,-26.813765,302.137177
199.409897,107.725197,-35.323341,-59.176598,531.483032
199.409897,107.725197,-57.826389,-100.802322,822.500000
-8.921260,-168.534470,3.756167,-71.448540,300.103455
-8.921260,-168.534470,11.435663,-127.965691,674.260620
-8.921260,-168.534470,16.700439,-181.119736,1024.498779
-6.793171,51.679405,-63.712814,-34.066624,416.000000
-6.793171,51.679405,-104.292412,-64.838051,674.133301
-6.793171,51.679405,-143.464752,-97.962860,933.865417
-2.624024,133.639938,-75.983147,7.263752,436.672180
-2.624024,133.639938,-114.307335,9.879748,589.194031
-2.624024,133.639938,-170.244965,10.862675,811.000000
198.025040,109.434082,-48.822647,-27.753258,357.468567
198.025040,109.434082,-93.061623,-47.549461,571.983887
198.025040,109.434082,-99.459511,-50.167778,602.500000
-0.960759,204.769012,0.764799,-72.524963,524.495178
-0.960759,204.769012,0.351009,-115.225082,712.751221
-0.960759,204.769012,-0.461876,-167.773331,944.505249
193.735077,-218.118607,37.641499,-60.488407,46.706924
193.735077,-218.118607,56.841187,-96.462570,198.403259
193.735077,-218.118607,75.160248,-129.571320,339.249939
195.137802,6.185441,43.617081,-3.859562,290.967407
195.137802,6.185441,71.870819,-10.345898,480.213470
195.137802,6.185441,119.698601,-22.773762,802.468628
-1.231416,-225.507828,34.579205,45.984871,39.000000
-1.231416,-225.507828,70.120865,92.278061,307.320251
-1.231416,-225.507828,94.288879,122.104584,483.840881
192.807770,-128.186432,30.358532,8.429022,7.249458
192.807770,-128.186432,59.480518,10.309750,133.990219
192.807770,-128.186432,113.805267,15.522478,371.683777
194.313431,3.641961,-4.794464,37.209618,264.965790
194.313431,3.641961,-10.239660,58.658821,419.523926
194.313431,3.641961,-21.718760,113.051765,807.507141
-8.881923,131.235764,7.837200,-103.733017,525.155273
-8.881923,131.235764,21.249138,-157.533600,736.159424
-8.881923,131.235764,27.286945,-178.158417,818.000000
-3.305303,155.366974,-65.152504,40.392883,574.674744
-3.305303,155.366974,-112.624771,64.461617,866.247986
-3.305303,155.366974,-156.918137,85.081818,1134.470337
194.596924,114.031883,25.190067,-47.037895,340.731842
194.596924,114.031883,55.389191,-95.931114,585.131958
194.596924,114.031883,73.827515,-128.179520,742.896240
194.336731,-169.177689,2.786077,-36.241814,18.964264
194.336731,-169.177689,-0.845959,-94.338837,322.068726
194.336731,-169.177689,-2.887970,-141.301727,567.200134
196.202698,76.923767,-16.778973,-26.813765,302.137177
196.202698,76.923767,-49.098953,-64.152603,656.322632
196.202698,76.923767,-83.322067,-100.486816,1013.767273
-7.407429,21.847113,27.068775,84.232742,302.207153
-7.407429,21.847113,39.015850,124.635887,435.728210
-7.407429,21.847113,51.210850,160.874603,556.612549
194.251923,-127.663879,-2.024236,31.603523,52.297623
194.251923,-127.663879,0.013550,47.922935,146.324799
194.251923,-127.663879,4.705990,83.298660,350.545807
-0.616063,143.721695,-88.049332,36.952030,487.520203
-0.616063,143.721695,-109.398956,45.257305,570.004333
-0.616063,143.721695,-161.770462,64.835693,771.112000
190.933182,-127.130112,19.880119,39.898735,190.994492
190.933182,-127.130112,37.291214,94.062256,599.630676
190.933182,-127.130112,52.110043,133.126953,899.387085
197.787552,-127.743614,19.880119,39.898735,190.994492
197.787552,-127.743614,36.755421,84.563896,533.298706
197.787552,-127.743614,52.110043,133.126953,899.387085
-2.489815,169.823151,10.238670,-90.015160,563.732910
-2.489815,169.823151,14.582432,-140.414352,783.710449
-2.489815,169.823151,16.652992,-181.437805,962.500000
193.976639,194.124786,25.190067,-47.037895,340.731842
193.976639,194.124786,35.099525,-69.641281,408.609131
193.976639,194.124786,59.296379,-119.905594,562.007263
-9.484076,-57.510071,43.355900,106.758652,646.917542
-9.484076,-57.510071,58.197811,131.263153,822.500000
-9.484076,-57.510071,75.098221,157.259247,1012.000000
-5.951178,-184.901550,48.878124,-34.246517,244.266571
-5.951178,-184.901550,93.028465,-67.821678,643.270996
-5.951178,-184.901550,129.147110,-92.417656,957.500000
199.632294,10.339649,27.392878,16.911167,124.777649
199.632294,10.339649,63.923542,37.846088,274.494995
199.632294,10.339649,117.369675,64.324265,485.722473
-4.168900,-177.075989,48.878124,-34.246517,244.266571
-4.168900,-177.075989,96.094078,-67.088684,650.313049
-4.168900,-177.075989,140.912094,-102.802292,1054.282715
-3.497325,135.696350,54.842136,-35.078838,398.226166
-3.497325,135.696350,95.013992,-66.563980,604.467163
-3.497325,135.696350,133.886383,-99.416733,809.904053
195.303955,231.894012,53.613102,-35.009510,626.565430
195.303955,231.894012,92.619003,-68.788589,945.910889
195.303955,231.894012,115.687988,-90.647247,1142.504150
197.024658,242.070450,-41.078098,18.943275,496.161346
197.024658,242.070450,-81.523598,36.088024,742.973633
197.024658,242.070450,-106.153290,47.339714,895.496460
-9.796184,-92.715088,-57.793907,41.692940,-90.814445
-9.796184,-92.715088,-98.737053,63.409370,-89.573761
-9.796184,-92.715088,-145.861710,88.412003,-88.139923
196.191818,6.413772,70.326492,-9.241514,528.119629
196.191818,6.413772,116.895126,-10.260811,871.524048
196.191818,6.413772,148.869995,-9.780907,1107.372437
198.754410,54.819538,-28.099472,48.439888,263.259216
198.754410,54.819538,-37.243443,64.069855,330.660614
198.754410,54.819538,-58.704685,99.070946,482.985168
-3.925699,239.366791,21.417377,76.828674,574.867432
-3.925699,239.366791,29.565926,106.239822,703.245361
-3.925699,239.366791,40.580536,152.373962,903.055359
199.228958,204.129074,57.433010,8.480904,448.597168
199.228958,204.129074,109.148392,13.725639,667.590576
199.228958,204.129074,141.612061,16.206907,804.882385
198.717606,92.290001,-23.588406,-27.792439,341.285278
198.717606,92.290001,-55.581696,-72.205360,715.875977
198.717606,92.290001,-67.348640,-89.882439,861.256836
-7.878125,-125.167664,37.641499,-60.488407,46.706924
-7.878125,-125.167664,70.734116,-109.836853,190.086853
-7.878125,-125.167664,97.851410,-156.745697,321.406738
-9.679390,55.966228,60.143250,38.953400,372.000000
-9.679390,55.966228,101.086891,69.475281,597.436462
-9.679390,55.966228,142.004333,96.517502,812.850220
196.050720,50.339924,25.996635,18.833235,194.087311
196.050720,50.339924,60.143250,38.953400,372.000000
196.050720,50.339924,98.956024,63.653534,578.472351
-8.808800,245.088928,43.118015,17.055546,414.460327
-8.808800,245.088928,101.771812,30.485836,635.684937
-8.808800,245.088928,150.616302,43.780445,822.000000
-5.072031,30.093025,-73.140602,-4.717138,315.663696
-5.072031,30.093025,-103.776260,-2.978193,435.481110
-5.072031,30.093025,-162.330902,2.987747,664.863220
-3.342119,112.935814,-71.525780,-1.910391,304.012268
-3.342119,112.935814,-113.806206,-6.485014,417.719666
-3.342119,112.935814,-171.780945,-14.552067,574.436035
-3.732526,108.913841,-113.099533,-17.290520,672.971863
-3.732526,108.913841,-148.220428,-20.284412,846.836548
-3.732526,108.913841,-193.335571,-23.299202,1070.292725
195.976974,108.053070,27.771658,17.327938,286.751160
195.976974,108.053070,78.664627,43.397591,599.618530
195.976974,108.053070,129.042603,72.443008,918.402649
-6.844936,17.429129,28.865986,-48.809258,270.139343
-6.844936,17.429129,61.700691,-98.151787,534.460693
-6.844936,17.429129,91.320801,-150.177490,801.689514
196.243469,0.026884,-31.758400,-4.769827,174.568726
196.243469,0.026884,-52.863354,-5.063118,289.701599
196.243469,0.026884,-109.183929,-4.344402,596.848145
-2.870592,-45.303211,68.891563,64.855293,191.089844
-2.870592,-45.303211,84.784157,82.684250,250.808655
-2.870592,-45.303211,120.406044,125.891739,391.252686
-6.154888,139.995163,-34.742290,-48.875977,442.925262
-6.154888,139.995163,-70.630424,-94.766632,737.376465
-6.154888,139.995163,-101.009827,-138.227142,1006.391113
196.010132,54.561386,-32.131756,-2.597523,250.281677
196.010132,54.561386,-76.497414,-2.294422,520.246826
196.010132,54.561386,-126.984619,-4.231426,826.773682
-8.225176,-171.493332,-71.525780,-1.910391,304.012268
-8.225176,-171.493332,-121.841568,-1.015865,638.583435
-8.225176,-171.493332,-175.936966,-3.326935,1000.295959
-8.102638,-26.665937,-91.156097,21.398457,337.408997
-8.102638,-26.665937,-142.624100,31.633232,541.492310
-8.102638,-26.665937,-186.741318,42.023277,718.335144
195.131760,189.764252,37.111000,-9.670830,269.493347
195.131760,189.764252,84.927841,-26.561043,375.137634
195.131760,189.764252,126.260094,-39.107471,464.710876
197.095795,-82.406601,-43.169014,3.595922,125.265060
197.095795,-82.406601,-94.573303,2.854073,372.363831
197.095795,-82.406601,-141.439240,0.690990,598.000000
-1.782095,-212.770538,83.548897,20.119328,263.604828
-1.782095,-212.770538,127.501884,26.225639,509.994263
-1.782095,-212.770538,182.715714,30.578180,818.598755
198.798004,-153.794342,2.924990,-36.858349,8.822418
198.798004,-153.794342,6.156105,-86.947914,229.593658
198.798004,-153.794342,8.356157,-114.315010,350.137695
-3.139078,-228.408066,-62.403275,-35.486195,250.744690
-3.139078,-228.408066,-98.778107,-61.727001,550.785767
-3.139078,-228.408066,-143.464752,-97.962860,933.865417
-7.244316,142.103424,-51.620502,-33.559349,302.255371
-7.244316,142.103424,-96.618553,-57.267342,434.803589
-7.244316,142.103424,-137.539520,-80.032494,556.669312
-7.690038,207.050430,-9.875477,-87.443329,527.610596
-7.690038,207.050430,-8.874727,-114.348816,625.946350
-7.690038,207.050430,-5.571114,-157.940704,786.037964
199.058395,-156.250565,-43.169014,3.595922,125.265060
199.058395,-156.250565,-71.869843,6.310969,312.621582
199.058395,-156.250565,-114.307335,9.879748,589.194031
-2.612800,-223.556076,-54.644798,-40.975876,24.325165
-2.612800,-223.556076,-94.345825,-65.265144,193.541245
-2.612800,-223.556076,-147.179764,-93.916069,412.156982
193.709702,18.980314,14.388813,-41.832966,214.017090
193.709702,18.980314,35.852375,-88.077087,439.429932
193.709702,18.980314,51.136425,-124.500923,614.654541
-6.812005,-131.818787,70.697571,21.700520,210.471558
-6.812005,-131.818787,116.407516,29.002825,425.525879
-6.812005,-131.818787,168.745392,35.276951,669.651245
198.775238,230.907745,-32.531048,51.124981,468.494690
198.775238,230.907745,-66.937187,100.157898,703.466858
198.775238,230.907745,-84.145706,123.743683,818.000000
-4.506704,-54.897522,89.578033,37.856880,355.922394
-4.506704,-54.897522,140.250580,64.216621,597.500000
-4.506704,-54.897522,172.419342,81.792221,752.313538
